folio	line	region_id	eva_token_sequence	eva_token_count	eva_symbol_count	atoms_unit_sequence	atoms_unit_count	atoms_symbol_count	relation_type	alignment_confidence	coordinate_evidence	ambiguity_note
f47v	8	f47v-l8-r001	daiin cheotar chodaly sal	4	22	p094-u043 p094-u044 p094-u045 p094-u046 p094-u047	5	44	N:M	low	atoms_x=765-1666; eva_ordinal=1-4/4; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=4 atoms=5; grouped relation; inspect visually before token-level use
f47v	9	f47v-l9-r001	qotcheea chety	2	13	p094-u048 p094-u049 p094-u050	3	31	N:M	low	atoms_x=744-1403; eva_ordinal=1-2/5; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=5 atoms=8; grouped relation; inspect visually before token-level use
f47v	9	f47v-l9-r002	chol	1	4	p094-u051 p094-u052	2	14	1:N	low	atoms_x=1455-1750; eva_ordinal=3-3/5; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=5 atoms=8; grouped relation; inspect visually before token-level use
f47v	9	f47v-l9-r003	chol	1	4	p094-u053	1	6	1:1	low-medium	atoms_x=1933-2051; eva_ordinal=4-4/5; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=5 atoms=8
f47v	9	f47v-l9-r004	dain	1	4	p094-u054 p094-u055	2	17	1:N	low	atoms_x=2094-2431; eva_ordinal=5-5/5; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=5 atoms=8; grouped relation; inspect visually before token-level use
f47v	10	f47v-l10-r001	chotcho ltchey o tcho tchy	5	22	p094-u056 p094-u057	2	43	N:M	low	atoms_x=764-1674; eva_ordinal=1-5/9; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=9 atoms=6; grouped relation; inspect visually before token-level use
f47v	10	f47v-l10-r002	dy	1	2	p094-u058	1	5	1:1	low-medium	atoms_x=1706-1765; eva_ordinal=6-6/9; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=9 atoms=6
f47v	10	f47v-l10-r003	chol chody dar	3	12	p094-u059 p094-u060 p094-u061	3	22	N:M	low	atoms_x=1934-2411; eva_ordinal=7-9/9; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=9 atoms=6; grouped relation; inspect visually before token-level use
f47v	11	f47v-l11-r001	oteey	1	5	p094-u062	1	10	1:1	low-medium	atoms_x=772-921; eva_ordinal=1-1/9; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=9 atoms=8
f47v	11	f47v-l11-r002	cho chdy chy key chyky	5	18	p094-u063 p094-u064 p094-u065 p094-u066 p094-u067	5	35	N:M	low	atoms_x=964-1758; eva_ordinal=2-6/9; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=9 atoms=8; grouped relation; inspect visually before token-level use
f47v	11	f47v-l11-r003	dchy daiin	2	9	p094-u068	1	9	N:1	low	atoms_x=1936-2179; eva_ordinal=7-8/9; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=9 atoms=8; grouped relation; inspect visually before token-level use
f47v	11	f47v-l11-r004	chy	1	3	p094-u069	1	9	1:1	low-medium	atoms_x=2233-2401; eva_ordinal=9-9/9; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=9 atoms=8
f47v	12	f47v-l12-r001	cho cho	2	6	p094-u070 p094-u071 p094-u072	3	20	N:M	low	atoms_x=781-1186; eva_ordinal=1-2/8; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=8 atoms=7; grouped relation; inspect visually before token-level use
f47v	12	f47v-l12-r002	keesy	1	5	p094-u073	1	5	1:1	low-medium	atoms_x=1237-1333; eva_ordinal=3-3/8; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=8 atoms=7
f47v	12	f47v-l12-r003	chy chy	2	6	p094-u074 p094-u075	2	15	N:M	low	atoms_x=1398-1738; eva_ordinal=4-5/8; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=8 atoms=7; grouped relation; inspect visually before token-level use
f47v	12	f47v-l12-r004	chochy daiin	2	11	p094-u076	1	12	N:1	low	atoms_x=2187-2404; eva_ordinal=7-8/8; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=8 atoms=7; grouped relation; inspect visually before token-level use
f47v	13	f47v-l13-r001	dshy daiin chdlcty chaiin dcheey	5	28	p094-u077 p094-u078 p094-u079 p094-u080	4	43	N:M	low	atoms_x=785-1707; eva_ordinal=1-5/6; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=6 atoms=5; grouped relation; inspect visually before token-level use
f47v	13	f47v-l13-r002	otald	1	5	p094-u081	1	10	1:1	low-medium	atoms_x=1935-2129; eva_ordinal=6-6/6; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=6 atoms=5
f47v	14	f47v-l14-r001	chol	1	4	p094-u082	1	6	1:1	medium	atoms_x=794-925; eva_ordinal=1-1/2; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.
f47v	14	f47v-l14-r002	ctchey	1	6	p094-u083	1	11	1:1	medium	atoms_x=1007-1217; eva_ordinal=2-2/2; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.
